Ticker,Company
5324.TWO,Shihlin Development Company Limited
6704.TWO,"Gwo Xi Stem Cell Applied Technology Co. , Ltd"
5490.TWO,XAC Automation Corporation
3332.TWO,"Cincon Electronics Co., Ltd."
5410.TWO,"Leo Systems, Inc."
4987.TWO,"Godex International Co., Ltd"
3537.TWO,"Podak Co., LTD."
6248.TWO,TMP Steel Corporation
6684.TWO,"Algoltek, Inc."
2065.TWO,"Sheh Fung Screws Co.,Ltd"
6485.TWO,"ASolid Technology Co., Ltd."
4305.TWO,"Shih-Kuen Plastics Co., Ltd."
6597.TWO,"Ecocera Optronics Co., Ltd."
6787.TWO,"Kingray Technology Co., Ltd."
3284.TWO,Top High Image Corp.
5432.TWO,Solomon Data International Corporation
3135.TWO,Goldkey Technology Corporation
4523.TWO,"Everbrite Technology Co., Ltd."
8084.TWO,"Chip Hope Co., Ltd"
6904.TWO,"Proxene Tools Co., Ltd."
5601.TWO,Taiwan Allied Container Terminal Corp.
6654.TWO,"Tian Zheng International Precision Machinery Co., Ltd."
1240.TWO,Morn Sun Feed Mill Corp.
3224.TWO,MetaTech (AP) Inc.
3339.TWO,"Tekcore Co., Ltd"
6959.TWO,"Ion Electronic Materials Co., Ltd."
3444.TWO,Niching Industrial Corporation
6927.TWO,"Integrated Solutions Technology, Inc."
7708.TWO,"Family International Gourmet Co., Ltd"
6292.TWO,Axis Corporation
5315.TWO,United Radiant Technology Corporation
6517.TWO,"BASO Precision Optics Co., LTD"
6508.TWO,Huikwang Corporation
5455.TWO,"Sheng Yi Development Co.,Ltd"
4153.TWO,"DIVA Laboratories, Ltd."
7610.TWO,"Lianyou Metals Co., Ltd."
8038.TWO,"Changs Ascending Enterprise Co., Ltd."
3485.TWO,"Eclat Forever Machinery Co., Ltd."
8048.TWO,Ruby Tech Corporation
3556.TWO,eGalax_eMPIA Technology Inc.
3540.TWO,"Thermaltake Technology Co., Ltd."
6750.TWO,"Tech-Top Engineering CO., LTD"
5210.TWO,"Apex International Financial Engineering Res. & Tech. Co., Ltd"
6997.TWO,"Nextlink Technology Co., Limited"
6185.TWO,"Plastron Precision Co., Ltd."
6982.TWO,"Walrus Pump Co., Ltd."
6556.TWO,Topview Optronics Corporation
6542.TWO,"Gamesparcs Co.,Ltd."
4130.TWO,"Genovate Biotechnology Co., Ltd."
6555.TWO,"Long Time Technology Co., Ltd."
4535.TWO,"Fine Blanking & Tool Co., Ltd"
5386.TWO,"Albatron Technology Co., Ltd"
7754.TWO,"AnnJi Pharmaceutical Co., Ltd."
3710.TWO,ACON Holding Inc.
8088.TWO,Panram International Corp.
7718.TWO,Spec Products Corp.
4513.TWO,"Falcon Machine Tools Co., Ltd."
6161.TWO,"Jetway Information Co., Ltd."
3372.TWO,Taiwan IC Packaging Corporation
6167.TWO,Powertip Technology Corporation
6899.TWO,Apex Material Technology Corp.
4945.TWO,Sentelic Corporation
5438.TWO,"Teco Image Systems Co., Ltd."
6234.TWO,Tera Autotech Corporation
6527.TWO,Crystalvue Medical Corporation
7590.TWO,"YIHO International Co., Ltd."
6637.TWO,Medical Imaging Corporation
3687.TWO,"MacroWell OMG Digital Entertainment Co., Ltd."
3498.TWO,"Usun Technology Co., Ltd."
6642.TWO,"Fuzetec Technology Co., Ltd."
2926.TWO,Eslite Spectrum Corporation
6846.TWO,"Greenyn Biotechnology Co., Ltd"
3631.TWO,Chernan Metal Industrial Corp.
4573.TWO,Gmt Global Inc.
5328.TWO,"Hua Jung Components Co.,Ltd."
6532.TWO,"Calitech Co., Ltd."
6820.TWO,Acon Optics Communications Inc.
4951.TWO,Feature Integration Technology Inc.
